baku-world-championships-2023	Senior Men -54kg	PARK Tae-joon	KOR	1
baku-world-championships-2023	Senior Men -54kg	ARILLO VAZQUEZ Hugo	ESP	2
baku-world-championships-2023	Senior Men -54kg	OTAJONOV Omonjon	UZB	3
baku-world-championships-2023	Senior Men -54kg	POLAT Gorkem	TUR	3
baku-world-championships-2023	Senior Men -54kg	ABDEL HALIM Khaled	GER	
baku-world-championships-2023	Senior Men -54kg	ADEMI Bleron	SWE	
baku-world-championships-2023	Senior Men -54kg	AKHALADZE Data	GEO	
baku-world-championships-2023	Senior Men -54kg	AL-ALI Sultan	UAE	
baku-world-championships-2023	Senior Men -54kg	ALDABBA Anas	PLE	
baku-world-championships-2023	Senior Men -54kg	ALVAREZ Melvy	USA	
baku-world-championships-2023	Senior Men -54kg	AMADOU Mahamadou	NIG	
baku-world-championships-2023	Senior Men -54kg	AMINI Mohammad ramin	AFG	
baku-world-championships-2023	Senior Men -54kg	BAGOV Idar	AIN	
baku-world-championships-2023	Senior Men -54kg	BARBOSA Kurt bryan	PHI	
baku-world-championships-2023	Senior Men -54kg	BENITEZ DE JESUS Norberto	PUR	
baku-world-championships-2023	Senior Men -54kg	BERROUHOU Hatim	MAR	
baku-world-championships-2023	Senior Men -54kg	BIST Sumit	NEP	
baku-world-championships-2023	Senior Men -54kg	BUHAGIAR Jake	AUS	
baku-world-championships-2023	Senior Men -54kg	CHEN Po-yen	TPE	
baku-world-championships-2023	Senior Men -54kg	DADASHOV Sayyad	AZE	
baku-world-championships-2023	Senior Men -54kg	DEL VECCHIO Teodoro	ITA	
baku-world-championships-2023	Senior Men -54kg	DEMSE Solomon	ETH	
baku-world-championships-2023	Senior Men -54kg	DIALLO Ibrahima joel	CIV	
baku-world-championships-2023	Senior Men -54kg	DIMITROPOULOS Konstantinos	GRE	
baku-world-championships-2023	Senior Men -54kg	DUBE Mfanawekhaya	SWZ	
baku-world-championships-2023	Senior Men -54kg	FERREIRA Pedro nunes	POR	
baku-world-championships-2023	Senior Men -54kg	GARRIDO REYES Brayan	COL	
baku-world-championships-2023	Senior Men -54kg	GEORGIEV Hristiyan	BUL	
baku-world-championships-2023	Senior Men -54kg	GUY CALEB Benumugisha	BDI	
baku-world-championships-2023	Senior Men -54kg	HAJIMOUSAEI Mahdi	IRI	
baku-world-championships-2023	Senior Men -54kg	HAMDI Riad	KSA	
baku-world-championships-2023	Senior Men -54kg	HOEFLING Nicholas	CAN	
baku-world-championships-2023	Senior Men -54kg	IHMEDAN Loiy	JOR	
baku-world-championships-2023	Senior Men -54kg	ISLAMOV Zhavokhirkhon	KAZ	
baku-world-championships-2023	Senior Men -54kg	JEAN-BAPTISTE Gregory	HAI	
baku-world-championships-2023	Senior Men -54kg	KAZLOU Yahor	AIN	
baku-world-championships-2023	Senior Men -54kg	KHAN Shahzaib	PAK	
baku-world-championships-2023	Senior Men -54kg	KUMAR Aman	IND	
baku-world-championships-2023	Senior Men -54kg	MAHAMAD Sirawit	THA	
baku-world-championships-2023	Senior Men -54kg	MANSON Maxwell	SLE	
baku-world-championships-2023	Senior Men -54kg	MANSOUR Youssef	EGY	
baku-world-championships-2023	Senior Men -54kg	MELO Paulo	BRA	
baku-world-championships-2023	Senior Men -54kg	MENACHO VARGAS Yosthin beniamin	BOL	
baku-world-championships-2023	Senior Men -54kg	MIRANDA Adrian	ECU	
baku-world-championships-2023	Senior Men -54kg	MOLJ Domen	SLO	
baku-world-championships-2023	Senior Men -54kg	MOLLE Milan	NED	
baku-world-championships-2023	Senior Men -54kg	MORIKAWA Wataru	JPN	
baku-world-championships-2023	Senior Men -54kg	PASHCOVSKY Tom	ISR	
baku-world-championships-2023	Senior Men -54kg	RODRIGUEZ Cesar	MEX	
baku-world-championships-2023	Senior Men -54kg	SAMIDINOV Nurkhan	KGZ	
baku-world-championships-2023	Senior Men -54kg	TAN Sebastian	MAS	
baku-world-championships-2023	Senior Men -54kg	TESKERA Josip	CRO	
baku-world-championships-2023	Senior Men -54kg	VIZDIKLAR Suleyman	KOS	
baku-world-championships-2023	Senior Men -54kg	WANG Deshuang	CHN	
baku-world-championships-2023	Senior Men -58kg	BAE Jun-seo	KOR	1
baku-world-championships-2023	Senior Men -58kg	GURTSIEV Georgii	AIN	2
baku-world-championships-2023	Senior Men -58kg	ALTARYREH Mahmoud	JOR	3
baku-world-championships-2023	Senior Men -58kg	VICENTE YUNTA Adrian	ESP	3
baku-world-championships-2023	Senior Men -58kg	ABABAKIROV Samirkhon	KAZ	
baku-world-championships-2023	Senior Men -58kg	ACHNINE Aymen	NED	
baku-world-championships-2023	Senior Men -58kg	ALAMI Josef	SWE	
baku-world-championships-2023	Senior Men -58kg	ALMERSHAD Ali	KUW	
baku-world-championships-2023	Senior Men -58kg	ALSAMIH Fahad samih n	KSA	
baku-world-championships-2023	Senior Men -58kg	ALTYBAEV Aidin	KGZ	
baku-world-championships-2023	Senior Men -58kg	BARTHOLO Matheus	BRA	
baku-world-championships-2023	Senior Men -58kg	BELANOVIC Uros	SRB	
